# Volume           EL
54.6569312500000 -941.2480398028000
55.3555152500000 -941.2492141140250
56.1392347500000 -941.2504461665750
56.9291575000000 -941.2514940599000
57.6992532500000 -941.2523105785000
58.4711572500000 -941.2529770164750
59.2666985000000 -941.2535005274750
60.0547935000000 -941.2538617171500
60.8626545000000 -941.2542085807250
