# Volume           EL
61.6634100000000 -941.2546001440076
62.3429030000000 -941.2547823060470
62.9226515000000 -941.2548429632695
63.0043440000000 -941.2548440075675
63.7160150000000 -941.2547589995580
64.4085050000000 -941.2545614471120
65.1046835000000 -941.2542334905630
65.8049585000000 -941.2538116365495
66.5093925000000 -941.2532675706035
67.2180970000000 -941.2526207974645
67.9311515000000 -941.2518714622290
